;US BONDS 10Y;GERMAN BONDS 10Y;S&P 500;EUROSTOXX 50;NIKKEI;MSCI Emerging;Commodities (CRB);Iboxx HY US;Iboxx HY EUR;Emerging Debt
31/12/1998;1;1;1;1;1;1;1;1;1;1
01/01/1999;1.000087611;1.000119034;1.000087611;0.999997326;1.00007534;0.999946931;0.999946931;0.999946931;0.999997326;0.999946931
04/01/1999;0.998744769;1.009510179;0.996734931;1.060170694;0.979989288;1.015645257;1.0121407;1.000687846;0.999989255;1.015679328
05/01/1999;0.995849997;1.009253186;1.006657944;1.073498274;0.964796316;1.025547716;1.005095238;1.001034803;0.997092913;1.029445286
06/01/1999;0.998002076;1.011184102;1.028436086;1.103005339;0.974468969;1.049137186;1.028579076;1.003281553;0.997607581;1.0321275
07/01/1999;0.995106988;1.010006144;1.026516523;1.085452917;0.98451744;1.059796982;1.031507604;1.003629302;1.010008596;1.012112786
08/01/1999;0.989457791;1.011822551;1.034845413;1.081135584;0.974283945;1.053398983;1.034756529;1.002677797;1.024270024;1.00361337
11/01/1999;0.987652927;1.004831312;1.023663196;1.050523393;0.973534573;1.039325421;1.045223627;1.002924202;1.059825828;0.990980345
12/01/1999;0.990953111;1.011486693;1.005471326;1.037666883;0.972297084;1.014275015;1.029799827;1.004271907;1.059823992;0.975536861
13/01/1999;0.995171859;1.013994794;0.995914814;1.003911757;0.973434795;0.960169832;1.009784385;1.003920215;1.047315997;0.921649751
14/01/1999;1.000079824;1.016618284;0.979919163;0.991931365;0.985353172;0.945020673;1.003759143;1.00346841;1.049174335;0.905836691
15/01/1999;0.995803822;1.015669018;1.003722339;1.029106792;0.985426681;0.979142653;1.000074438;1.002716293;1.059817683;0.953127898
18/01/1999;0.996057373;1.017656768;1.010814002;1.045268417;0.991035489;0.989126704;0.999915816;1.002557253;1.059809302;0.952976722
19/01/1999;0.995220994;1.018432624;1.010897579;1.045354843;0.99019459;0.990292136;0.988216279;1.00240223;1.049883257;0.97286122
20/01/1999;0.993005164;1.014941572;1.020027856;1.071060353;1.004329549;1.007550076;0.978845692;1.004344143;1.050912875;0.978979118
21/01/1999;0.996762545;1.018945565;0.991761696;1.057895687;1.018084004;0.986730159;0.994154249;1.006486707;1.051013298;0.952251014
22/01/1999;1.001440049;1.020875118;0.991440046;1.007912668;1.01112833;0.966026975;0.993835442;1.007331167;1.052457602;0.948897875
25/01/1999;1.001692568;1.020901852;1.000543153;1.012880551;1.012655165;0.952840025;0.981348576;1.00697059;1.05317546;0.940815218
26/01/1999;1.000169953;1.020758911;1.018329821;1.019449566;1.023095583;0.965672687;0.971566942;1.007418386;1.068367618;0.953289464
27/01/1999;1.001177481;1.021310353;1.005141164;1.02572729;1.028237969;0.98048041;0.977521093;1.008667306;1.069712364;0.957507395
28/01/1999;1.001952852;1.021167127;1.018705389;1.044675018;1.023566691;0.982935126;0.986605367;1.010113339;1.08180338;0.973154948
29/01/1999;1.002728074;1.020100527;1.031470411;1.056552655;1.037504547;0.981578237;0.992665796;1.011459099;1.087383125;0.97462427
01/02/1999;0.997469825;1.015633364;1.025901044;1.072450565;1.032307294;1.000650391;0.981901045;1.008908237;1.087589471;0.99024207
02/02/1999;0.99410703;1.017222009;1.018748066;1.047189805;1.027183633;1.001835567;0.986384615;1.0098558;1.087692817;0.990657056
03/02/1999;0.991663826;1.013385851;1.029505656;1.030770064;1.011970519;0.997818227;0.985199196;1.009305988;1.087899229;0.987489347
04/02/1999;0.986460217;1.007932817;1.014087155;1.028500899;1.006162491;0.989981363;0.980165098;1.009355279;1.087692059;0.988857119
05/02/1999;0.984475672;1.009636637;1.001496559;1.033013498;1.00058384;0.984325408;0.97685159;1.008805363;1.088207886;0.976030354
08/02/1999;0.985880769;1.004701127;1.004771791;1.022956981;1.006338797;0.987066947;0.976746483;1.009250288;1.088719892;0.974577323
09/02/1999;0.988266764;1.010215939;0.982097211;0.994136112;0.999973013;0.974127489;0.970224802;1.010296743;1.089235024;0.981986012
10/02/1999;0.987430986;1.010649017;0.987824257;0.980945583;0.999536166;0.980296222;0.968951056;1.012041104;1.08881941;0.989461381
11/02/1999;0.98705506;1.012468037;1.017318032;1.000207055;0.999611286;0.993079976;0.966696114;1.011489812;1.091504219;0.997445832
12/02/1999;0.978623065;1.005391579;0.99786744;1.009143934;1.005625696;1.003024761;0.964771587;1.00854305;1.098115867;0.997699721
15/02/1999;0.978870635;1.000908303;0.998517532;1.012055493;1.010925789;1.001390379;0.964618739;1.008383268;1.098726921;0.997541656
16/02/1999;0.979182876;1.000992157;1.001427611;1.005941803;1.017191989;1.004106686;0.943714822;1.007531271;1.099137036;1.007754032
17/02/1999;0.982027406;1.004080315;0.991028173;0.991856399;1.013017911;0.999397581;0.947091396;1.009472235;1.09913348;1.004232686
18/02/1999;0.978885067;1.002429902;0.998568271;0.999319047;1.011421549;0.993847823;0.959834431;1.006125475;1.099543403;1.001946326
19/02/1999;0.977353969;1.004362228;1.002685531;1.007668368;1.010789806;0.988261722;0.954371551;1.005372407;1.099953194;1.00431614
22/02/1999;0.980131033;1.007502655;1.027937928;1.027705089;1.02433811;0.990977403;0.952254634;1.003812197;1.096945905;1.000447836
23/02/1999;0.976757369;1.009552471;1.028826709;1.048464513;1.032779298;0.978671768;0.96596395;1.001863419;1.094669652;0.993518993
24/02/1999;0.971547755;1.007100729;1.010970159;1.056830587;1.035199492;0.984227603;0.965071518;1.000720635;1.094572161;0.994447613
25/02/1999;0.964257952;0.996084729;1.001583222;1.027972977;1.038835641;0.98390672;0.968657111;0.995184386;1.093538194;0.979333703
26/02/1999;0.966413905;0.995706908;0.996821148;1.033673385;1.035114141;0.989001217;0.951080303;0.991143247;1.090332994;0.97912351
01/03/1999;0.960668905;0.989252139;0.99990613;1.018868267;1.02406686;0.993472193;0.951272138;0.989092421;1.089708652;0.980294558
02/03/1999;0.962825524;0.990956419;0.992319864;1.022205972;1.009601301;0.990258807;0.959570196;0.986647799;1.089603844;0.971977781
03/03/1999;0.960832771;0.987106717;0.996037871;1.00042299;1.016824961;1.000463259;0.968792157;0.985499103;1.089601878;0.965065485
04/03/1999;0.958838885;0.986032776;1.008836678;1.016763466;1.021802188;1.002260151;0.981646359;0.984250061;1.088979198;0.972202656
05/03/1999;0.963530511;0.998845426;1.032937712;1.047590059;1.060365707;1.015155484;0.98692276;0.985791632;1.089802924;0.982474311
08/03/1999;0.964693587;0.99539062;1.036226007;1.033955413;1.061563946;1.038363471;0.997332969;0.987025482;1.090929672;0.984169813
09/03/1999;0.969386446;0.993157872;1.033487649;1.034632564;1.075302212;1.051140327;1.004797723;0.98567602;1.091029569;0.992932813
10/03/1999;0.96854422;0.995092673;1.041043867;1.032944114;1.098474415;1.059729355;1.027750745;0.987914243;1.090612871;1.003369915
11/03/1999;0.968624303;1.002237856;1.053645817;1.043971819;1.106615032;1.062444636;1.015508863;0.99025187;1.091539655;1.007536362
12/03/1999;0.971010582;0.99988821;1.043029732;1.059436905;1.106169136;1.06871494;1.014528052;0.991691689;1.092465774;1.011158379
15/03/1999;0.972627989;1.000359664;1.055600494;1.06117016;1.120823333;1.085227428;1.006835053;0.993713724;1.092760133;1.021487277
16/03/1999;0.975012937;1.005535688;1.055484997;1.066875687;1.148411284;1.093281774;1.011002727;0.995050978;1.102778787;1.021020977
17/03/1999;0.973474816;1.006310571;1.049767015;1.058950751;1.166266802;1.096400648;1.030135592;0.997384235;1.103806597;1.022285656
18/03/1999;0.974939097;1.007782879;1.065458245;1.060816054;1.139651286;1.099731477;1.0248737;1.001213525;1.104423429;1.030803681
19/03/1999;0.971555418;1.006358097;1.04813612;1.081077056;1.175395031;1.112019623;1.031736827;1.00195395;1.106279648;1.029094109
22/03/1999;0.970150737;1.005070635;1.049767183;1.071520239;1.175633109;1.108838975;1.051332947;1.002656429;1.106757617;1.029403917
23/03/1999;0.970208907;1.002001816;1.018600655;1.04161085;1.170093389;1.097442393;1.044607686;1.00297726;1.106212284;1.022018957
24/03/1999;0.972350557;1.002762778;1.024472024;1.026543194;1.142267788;1.08866127;1.036239287;1.003701824;1.106605031;1.016958838
25/03/1999;0.969658776;1.003655955;1.04417929;1.049482288;1.163045633;1.103103892;1.05228369;1.001953489;1.106809131;1.024240724
26/03/1999;0.969738154;0.999333214;1.038658561;1.035913786;1.17952943;1.098610616;1.067292834;1.001101644;1.107117197;1.024557217
29/03/1999;0.966973285;0.998767006;1.053933701;1.051014045;1.180632031;1.098757784;1.070965237;1.002130111;1.107835283;1.032178097
30/03/1999;0.970748773;1.001515765;1.054019977;1.047239357;1.181253346;1.113109552;1.08063712;1.00237326;1.114446876;1.03963825
31/03/1999;0.96851758;1.003452931;1.036076104;1.053262718;1.179442457;1.114256125;1.078268064;1.001720343;1.117131599;1.039580435
01/04/1999;0.967210514;1.002955199;1.043772569;1.062852479;1.210453086;1.115446196;1.071919625;1.001366385;1.117336913;1.046474251
02/04/1999;0.972835281;1.003037028;1.043857729;1.062939195;1.214015182;1.127287848;1.071860052;1.001310733;1.117336265;1.046416092
05/04/1999;0.973534064;1.003280887;1.0687576;1.063197618;1.217094647;1.129371758;1.077330932;1.003431228;1.118159604;1.052739351
06/04/1999;0.977542815;1.013456425;1.066441726;1.09032106;1.231565408;1.140131405;1.074160204;1.005265603;1.120122108;1.052895252
07/04/1999;0.976929057;1.013074983;1.072939046;1.081494579;1.233554152;1.152587385;1.053833555;1.005806684;1.121775504;1.056226497
08/04/1999;0.983715965;1.021283333;1.086657037;1.084556678;1.25267731;1.159311841;1.045722311;1.008141385;1.121778791;1.070350626
09/04/1999;0.983337305;1.019745569;1.088953257;1.093862391;1.250755982;1.159015495;1.065592195;1.011869358;1.122919689;1.062296149
12/04/1999;0.98356426;1.022882888;1.100232739;1.093521883;1.226152051;1.162321014;1.05991604;1.013179535;1.12385978;1.070014256
13/04/1999;0.980632196;1.019245671;1.092497441;1.102817518;1.240719479;1.167040467;1.070838222;1.012023634;1.12406859;1.080735922
14/04/1999;0.979780298;1.019554044;1.074129492;1.095172697;1.251627031;1.176658068;1.062202436;1.013154176;1.12437999;1.086225756
15/04/1999;0.978693468;1.016607913;1.068390988;1.080681226;1.246661355;1.192493649;1.07072329;1.012490917;1.124791072;1.081501269
16/04/1999;0.975523962;1.016911947;1.061851911;1.08165077;1.25150375;1.219781485;1.079571983;1.010932258;1.125821879;1.099046879
19/04/1999;0.978042078;1.018402438;1.043818058;1.10001743;1.242112523;1.236370482;1.09101044;1.011524342;1.128395669;1.098780503
20/04/1999;0.979960455;1.019169291;1.055124081;1.070650832;1.23865104;1.2282758;1.084643439;1.009765426;1.127978217;1.094754063
21/04/1999;0.979795313;1.020283584;1.084689227;1.076670708;1.222759402;1.211526085;1.090509188;1.009993769;1.12776546;1.100085907
22/04/1999;0.974538752;1.018842496;1.098603899;1.086262213;1.225342511;1.216987867;1.089258797;1.009327477;1.12910422;1.09863255
23/04/1999;0.974836098;1.019840741;1.095465704;1.085145318;1.245022831;1.225561089;1.086340087;1.009754937;1.129616414;1.097563593
26/04/1999;0.976459689;1.017994642;1.1009491;1.091953241;1.253117479;1.222605181;1.078646418;1.010280796;1.129852267;1.096024204
27/04/1999;0.977916412;1.020970262;1.105038645;1.108692012;1.259335303;1.227734953;1.081944172;1.009815723;1.13284635;1.094133953
28/04/1999;0.976363437;1.018600524;1.091067719;1.105790049;1.256826571;1.238932701;1.096404315;1.009450032;1.132533904;1.092909689
29/04/1999;0.979903995;1.023435833;1.081908308;1.103191211;1.256909226;1.232345792;1.108074485;1.011071191;1.136147774;1.097315836
30/04/1999;0.970709111;1.0175788;1.074154712;1.113088457;1.24718182;1.248187098;1.108098839;1.008917026;1.140174954;1.104767793
03/05/1999;0.970679217;1.020580315;1.09164507;1.116592986;1.247428644;1.261674944;1.115021435;1.008018941;1.140167707;1.11046985
04/05/1999;0.967735045;1.015767789;1.078667324;1.113396572;1.247510594;1.279948551;1.117634631;1.006362101;1.166307534;1.109786118
05/05/1999;0.969191401;1.016651472;1.085972215;1.098586063;1.247592207;1.288020896;1.120126443;1.007287291;1.166201227;1.102165492
06/05/1999;0.962771574;1.012302831;1.078215358;1.093004729;1.288723885;1.320852482;1.107292237;1.00424016;1.16919487;1.103478362
07/05/1999;0.960984342;1.013418956;1.086321564;1.090399738;1.276949994;1.327100893;1.09823339;1.002186461;1.138503082;1.111151631
10/05/1999;0.962804512;1.012232182;1.082328508;1.0921134;1.282285335;1.337166215;1.106008491;0.999699518;1.139114212;1.11182893
11/05/1999;0.960089822;1.01172016;1.09143792;1.099039094;1.26552658;1.328817592;1.099946061;0.996852487;1.139111285;1.103376979
12/05/1999;0.961314569;1.012371308;1.100155414;1.09196639;1.270583019;1.306298492;1.087140319;0.996487434;1.139108441;1.094745752
13/05/1999;0.967638412;1.012440878;1.105049411;1.09204143;1.262102376;1.309172056;1.09554318;0.996718046;1.139105613;1.096261457
14/05/1999;0.955420271;1.005064668;1.077199621;1.078115206;1.257967668;1.310361913;1.096028454;0.993871745;1.139102883;1.082018303
17/05/1999;0.953762573;1.00573733;1.078022374;1.059266643;1.234854494;1.29472436;1.092451397;0.989601118;1.137648003;1.072735968
18/05/1999;0.951973582;1.009065147;1.07829699;1.07126069;1.236543554;1.309343694;1.077206861;0.987549812;1.137852241;1.069339156
19/05/1999;0.955285639;1.007971238;1.084808397;1.082955928;1.214644116;1.298329772;1.074963974;0.989269137;1.137850138;1.053953324
20/05/1999;0.95465904;1.009557148;1.079458117;1.096446749;1.215897534;1.289700444;1.07411636;0.989701284;1.128964729;1.052150019
21/05/1999;0.957752692;1.014296562;1.073317093;1.097726622;1.223283351;1.276104675;1.077028235;0.989250882;1.12897721;1.033491234
24/05/1999;0.959349715;1.014514;1.055646504;1.097961946;1.230860539;1.256596298;1.061286416;0.989156279;1.129803965;1.019091256
25/05/1999;0.959184463;1.014351688;1.033202984;1.08253562;1.222698421;1.23695832;1.063099655;0.98700705;1.115956035;1.030320545
26/05/1999;0.955771415;1.013840029;1.049360497;1.081120356;1.217793671;1.247334794;1.067969391;0.98446148;1.115953972;1.050198554
27/05/1999;0.950501372;1.009019175;1.034548339;1.067180766;1.216799827;1.232841028;1.060842115;0.98141991;1.113988181;1.036026927
28/05/1999;0.950566691;1.009787249;1.043271677;1.07232475;1.207447531;1.225993833;1.058458368;0.97956806;1.114295328;1.038546424
31/05/1999;0.95076266;1.009296549;1.046099429;1.081492162;1.212460701;1.234544944;1.058240431;0.979366368;1.11428659;1.038332587
01/06/1999;0.942473407;1.000396629;1.042549404;1.077093299;1.23150668;1.244471448;1.052571987;0.976821112;1.141045209;1.031844218
02/06/1999;0.942538432;0.998252231;1.043222688;1.079555032;1.240276311;1.247745279;1.065805021;0.974177108;1.129056699;1.034318006
03/06/1999;0.943996387;0.998321377;1.050339886;1.07962981;1.23186876;1.256472581;1.073528423;0.970839552;1.129053997;1.04069758
04/06/1999;0.944062034;0.996410099;1.07013153;1.097903618;1.230867437;1.272443027;1.087284096;0.971169949;1.12936182;1.046288698
07/06/1999;0.944491164;1.000580207;1.072567683;1.110665726;1.242447223;1.29553476;1.099578064;0.971863944;1.130285195;1.054957164
08/06/1999;0.943395885;0.999717433;1.063790066;1.112234848;1.252340361;1.306036217;1.096493087;0.973581397;1.113337663;1.05719235
09/06/1999;0.94230045;0.997106249;1.061650839;1.115891565;1.255582625;1.294944235;1.099975753;0.974406868;1.113541919;1.049828777
10/06/1999;0.939347064;0.987734184;1.052864068;1.104330148;1.279136104;1.31138278;1.093848416;0.971467409;1.114366076;1.044558963
11/06/1999;0.934070858;0.98535493;1.042471453;1.121717816;1.291452169;1.30669367;1.109084238;0.967339325;1.114570077;1.039750902
14/06/1999;0.937053964;0.991507555;1.044094129;1.112100799;1.292263653;1.295541033;1.107487377;0.964662983;1.115078665;1.043890877
15/06/1999;0.938048605;0.9936756;1.051346826;1.117255425;1.29590631;1.294292045;1.107410868;0.964794417;1.111459699;1.053503214
16/06/1999;0.939740346;0.994444629;1.070954669;1.127453064;1.294220052;1.324131907;1.09342936;0.967599673;1.111663632;1.066049737
17/06/1999;0.948402708;1.000345206;1.080998298;1.137354569;1.309272474;1.342489989;1.098505988;0.970998413;1.112074311;1.08016874
18/06/1999;0.945449096;0.998899732;1.082070866;1.143091208;1.306666653;1.353032787;1.106667111;0.973208898;1.112485499;1.078576131
21/06/1999;0.942397346;0.991180803;1.084896946;1.160605789;1.328244169;1.378919412;1.099361832;0.972711833;1.113927298;1.079760297
22/06/1999;0.940374449;0.98822012;1.076402086;1.155330678;1.334505242;1.386188083;1.09856648;0.97205277;1.114133984;1.078878547
23/06/1999;0.936956368;0.983042042;1.070895391;1.139035801;1.31918043;1.368121735;1.108388204;0.971590988;1.114340366;1.068878929
24/06/1999;0.934689054;0.974934823;1.063382088;1.122725327;1.321084017;1.356990089;1.103291255;0.97121593;1.114430307;1.063712081
25/06/1999;0.936149118;0.979203475;1.060459061;1.125187954;1.319760456;1.343642235;1.105299008;0.970848151;1.114736726;1.055766383
28/06/1999;0.939835258;0.978944147;1.072661049;1.127509541;1.327571153;1.356293373;1.099163696;0.971526507;1.115245196;1.056929243
29/06/1999;0.941994964;0.982165165;1.082908048;1.131759903;1.334952655;1.363130542;1.105914178;0.972642339;1.116689312;1.062166532
30/06/1999;0.949737746;0.983403938;1.102942334;1.133034872;1.326428587;1.369243823;1.131102987;0.975243332;1.11596551;1.07338208
01/07/1999;0.947251259;0.978341982;1.111289655;1.156362872;1.355759773;1.389750802;1.125996761;0.978538668;1.127126445;1.072823936
02/07/1999;0.947783859;0.9752596;1.122467096;1.165979942;1.367790399;1.404222097;1.124111768;0.97817073;1.11854888;1.070768636
05/07/1999;0.947984703;0.976517165;1.12550345;1.190963695;1.392829151;1.426855127;1.123864282;0.977955375;1.119160417;1.070532895
06/07/1999;0.94595755;0.971214244;1.120588059;1.188661379;1.385552369;1.424851316;1.107241719;0.977586707;1.119570571;1.078282186
07/07/1999;0.944395183;0.965092828;1.121664152;1.183975633;1.384059598;1.420108591;1.107258192;0.978008864;1.120703624;1.07661901
08/07/1999;0.94841647;0.968079715;1.122144073;1.179288579;1.376719829;1.408039612;1.110201284;0.979320196;1.120906454;1.07287792
09/07/1999;0.947784327;0.967212644;1.129406914;1.18503529;1.372422886;1.414069594;1.111178024;0.980038186;1.121109341;1.068542341
12/07/1999;0.954033502;0.975007948;1.125650942;1.185282517;1.391165546;1.402210857;1.108330217;0.982192293;1.121821263;1.050325492
13/07/1999;0.955496431;0.974725257;1.121536321;1.167474391;1.390870805;1.390829041;1.11052981;0.984194842;1.122023969;1.050875967
14/07/1999;0.953933677;0.975961704;1.126008858;1.170238264;1.403507058;1.38357189;1.111058949;0.98481375;1.126979501;1.057925591
15/07/1999;0.954466131;0.967032824;1.134273696;1.18046062;1.417344466;1.396064564;1.122232637;0.985531655;1.127182957;1.058913744
16/07/1999;0.95732757;0.971074505;1.140752521;1.178753489;1.413033056;1.395086714;1.121462988;0.987831332;1.12738722;1.057478504
19/07/1999;0.957999308;0.973153576;1.133398727;1.178413589;1.421748898;1.402424104;1.127377451;0.989593886;1.128000725;1.060930811
20/07/1999;0.958999809;0.978366795;1.109100554;1.152541409;1.421847667;1.392548456;1.116677706;0.991597303;1.127998595;1.056658438
21/07/1999;0.958603069;0.982061085;1.10758563;1.132633586;1.407033484;1.384303298;1.121595413;0.990044323;1.129236226;1.053104709
22/07/1999;0.952149733;0.978273079;1.09347562;1.126148495;1.368593256;1.377472761;1.13912584;0.989182481;1.127993515;1.048855446
23/07/1999;0.948709017;0.976223285;1.089534854;1.110096561;1.34752835;1.34449289;1.160662247;0.986231628;1.128077378;1.04263915
26/07/1999;0.947922884;0.978244121;1.083306896;1.098327538;1.347570527;1.31765935;1.152822122;0.980920524;1.121184271;1.039556445
27/07/1999;0.949853411;0.977026622;1.090576546;1.099898244;1.345624861;1.322981959;1.143629998;0.978182659;1.121181324;1.04903342
28/07/1999;0.949920765;0.977563693;1.093859169;1.100274944;1.360930048;1.337451944;1.144059117;0.978901051;1.120972305;1.052309279
29/07/1999;0.946026669;0.971668004;1.079533173;1.065724915;1.377350746;1.336861948;1.154706213;0.976657574;1.116734176;1.049608737
30/07/1999;0.94422927;0.967292009;1.065212335;1.085204772;1.387962322;1.326950925;1.145821592;0.974809258;1.116938075;1.049655155
02/08/1999;0.943963206;0.962934426;1.069039897;1.089913395;1.378565749;1.304302694;1.157335238;0.968572168;1.117653142;1.042236775
03/08/1999;0.942864415;0.962417459;1.063119121;1.079239438;1.39121012;1.313894302;1.160552862;0.964849451;1.115790853;1.033429392
04/08/1999;0.943163352;0.963303687;1.047389069;1.075134352;1.370357156;1.313911435;1.1732851;0.960238273;1.115167276;1.030371129
05/08/1999;0.946492709;0.957988063;1.057262963;1.046538282;1.343540356;1.295102936;1.176248832;0.960264737;1.112374245;1.024354761
06/08/1999;0.938165142;0.952905478;1.045132568;1.054673906;1.333928751;1.282834486;1.183767618;0.956837952;1.111440527;1.024647246
09/08/1999;0.933229897;0.956731913;1.043350154;1.075507043;1.337809223;1.288844392;1.193462007;0.955338745;1.111325457;1.023686972
10/08/1999;0.932361711;0.956564075;1.033013736;1.055265118;1.337630985;1.292028531;1.194209798;0.950827516;1.111528131;1.017784126
11/08/1999;0.934758781;0.959323022;1.043890644;1.057730491;1.334333362;1.285754266;1.197692012;0.949768601;1.11152447;1.02958987
12/08/1999;0.934824042;0.965126436;1.044567844;1.090073818;1.351138347;1.295984164;1.186924468;0.950879543;1.111624432;1.034674357
13/08/1999;0.941187471;0.966130707;1.067261492;1.11674723;1.355041738;1.300067625;1.195003892;0.953863768;1.093854033;1.039802824
16/08/1999;0.941852755;0.964226791;1.072689713;1.113696341;1.379767347;1.313367011;1.189817413;0.9560123;1.093329219;1.042051299
17/08/1999;0.9470521;0.966871085;1.078767338;1.122741405;1.385161279;1.305448774;1.198427724;0.96086813;1.093533092;1.050334692
18/08/1999;0.947584894;0.969515217;1.068831177;1.118635271;1.38929294;1.300326665;1.193032358;0.962962562;1.095492486;1.046973771
19/08/1999;0.946007471;0.970041057;1.062891463;1.100163865;1.38647568;1.29644742;1.200570997;0.96396208;1.096408458;1.048191392
20/08/1999;0.94698884;0.973721293;1.073958411;1.110384613;1.408714055;1.308182473;1.195076308;0.962488887;1.096488591;1.035621413
23/08/1999;0.946906336;0.972822089;1.094956997;1.126409963;1.427524094;1.333101394;1.194801659;0.962017979;1.097045744;1.038997938
24/08/1999;0.950689156;0.972637315;1.098022201;1.134842559;1.416635885;1.332826582;1.190419184;0.963106438;1.099397948;1.042074181
25/08/1999;0.956591249;0.980438121;1.108114238;1.157648109;1.405202304;1.358422857;1.175199411;0.964212723;1.099601791;1.052653639
26/08/1999;0.955257624;0.975819904;1.09597243;1.153243521;1.392521999;1.350480749;1.174769393;0.966796071;1.100529007;1.049270626
27/08/1999;0.950188424;0.973427485;1.083022386;1.155718784;1.390073481;1.346457198;1.180530491;0.967212354;1.100939813;1.047141024
30/08/1999;0.944549676;0.967653852;1.062815313;1.148779563;1.408750558;1.338851885;1.198377099;0.965898522;1.101344838;1.042842204
31/08/1999;0.943681513;0.964791051;1.057876121;1.12731794;1.370366403;1.334622208;1.207005328;0.964738818;1.108881711;1.042099691
01/09/1999;0.943747654;0.966030898;1.069375262;1.136671577;1.407349344;1.335534065;1.208747771;0.961708895;1.109602192;1.046970325
02/09/1999;0.941945325;0.958361376;1.05842785;1.112215626;1.408145934;1.329622824;1.194731628;0.958285681;1.11001282;1.043924636
03/09/1999;0.948784784;0.964172992;1.092370861;1.142816096;1.408249867;1.329625684;1.204282166;0.958603166;1.110216616;1.050761533
06/09/1999;0.948982724;0.965664039;1.093600413;1.153829937;1.422722348;1.347526082;1.20399325;0.95837319;1.111034018;1.050509448
07/09/1999;0.94624477;0.956701022;1.08465342;1.145230428;1.415805714;1.336433907;1.228867306;0.958197972;1.111960424;1.054817294
08/09/1999;0.947711995;0.96216189;1.079517477;1.145608996;1.413960904;1.328683837;1.227170525;0.959400003;1.111543971;1.057347326
09/09/1999;0.945440652;0.956012026;1.078791907;1.156166117;1.418808544;1.335886447;1.239853996;0.957748623;1.116704808;1.059351771
10/09/1999;0.950179403;0.958189046;1.084877642;1.166424773;1.425717263;1.35023192;1.243242642;0.958261571;1.111950317;1.073645906
13/09/1999;0.949206606;0.954749669;1.080689001;1.155884625;1.445176168;1.360689484;1.248778093;0.958127802;1.111630321;1.068447039
14/09/1999;0.946466797;0.951295439;1.073228674;1.145182699;1.435450806;1.35843469;1.238518608;0.956771938;1.109148279;1.066361456
15/09/1999;0.948635762;0.949718107;1.056840556;1.13187368;1.43554636;1.344443252;1.234811771;0.957383066;1.10935148;1.065627591
16/09/1999;0.950571235;0.955767922;1.058103018;1.131059357;1.40832148;1.324763642;1.235363823;0.956715753;1.108418641;1.062314088
17/09/1999;0.952974572;0.958180647;1.072461954;1.129648964;1.413586947;1.326482023;1.240097737;0.957818356;1.108621912;1.066382291
20/09/1999;0.950594789;0.956496236;1.070493086;1.131365634;1.430828667;1.335683739;1.23192741;0.956697324;1.108607511;1.070686871
21/09/1999;0.949244971;0.95514133;1.049323885;1.115658746;1.440368095;1.325919009;1.231475781;0.956902874;1.109107283;1.067081754
22/09/1999;0.950242333;0.95637747;1.049190269;1.114539151;1.393318914;1.322509702;1.235519494;0.957215272;1.109410281;1.067750746
23/09/1999;0.95520396;0.96065401;1.024832117;1.119063778;1.393389254;1.312953596;1.253790707;0.957712096;1.109492669;1.073562493
24/09/1999;0.960395274;0.964691439;1.023495721;1.102151682;1.347425969;1.305539283;1.25428173;0.958695402;1.109259464;1.06769468
27/09/1999;0.956382979;0.957962967;1.029264017;1.116370608;1.350227659;1.293393743;1.258614443;0.958267395;1.10987052;1.072938964
28/09/1999;0.952939488;0.958733666;1.027747363;1.102155915;1.388018006;1.297797867;1.269397726;0.958092062;1.100986319;1.068602128
29/09/1999;0.94785765;0.954219559;1.016501755;1.096874841;1.377551926;1.293727736;1.271628583;0.958702529;1.103565122;1.071316123
30/09/1999;0.952134997;0.958748513;1.031064956;1.094568237;1.423663248;1.284594849;1.260045978;0.959607002;1.102426202;1.073672139
01/10/1999;0.946353203;0.950125585;1.027768307;1.087796177;1.431566051;1.284803439;1.259025489;0.956880566;1.109035706;1.066717818
04/10/1999;0.949595793;0.951853434;1.04764452;1.113345143;1.432700046;1.288077169;1.243447549;0.955473213;1.103344113;1.073445278
05/10/1999;0.944045464;0.954388526;1.045336423;1.117890549;1.427205011;1.28817205;1.236765469;0.955102906;1.104060477;1.072713441
06/10/1999;0.943644988;0.952811978;1.060502751;1.121844035;1.429646075;1.303888313;1.232015365;0.953358694;1.104466982;1.079708489
07/10/1999;0.943244966;0.951353229;1.056015567;1.134435683;1.441568916;1.323447972;1.218873413;0.95573809;1.104770282;1.083737705
08/10/1999;0.944016053;0.948954643;1.070196623;1.133624876;1.44714444;1.323158079;1.191442786;0.95644911;1.105796745;1.08398799
11/10/1999;0.944212222;0.949622007;1.070614042;1.134754056;1.447436038;1.327252774;1.20299478;0.956216673;1.106402887;1.08372456
12/10/1999;0.942404059;0.944868228;1.05400125;1.121424046;1.458856591;1.334963551;1.237638991;0.956433628;1.106811365;1.076527098
13/10/1999;0.939190882;0.943288377;1.025054853;1.112264729;1.443978045;1.31843668;1.268896708;0.957436;1.107013186;1.074780291
14/10/1999;0.936680707;0.937476674;1.025524623;1.106976978;1.453319215;1.317189776;1.242144726;0.956378789;1.107214224;1.073413466
15/10/1999;0.941900783;0.940130058;0.998965106;1.085892821;1.428381578;1.291041039;1.251485818;0.956597493;1.102045864;1.068281709
18/10/1999;0.940227565;0.941154026;1.006535381;1.080159658;1.38135153;1.268783966;1.239082861;0.954506555;1.102645512;1.06818422
